

1.1.true

1	1.121212121212121
11	2.121212121212121
21	1.121212121212121
2	2.121212121212121
12	3.121212121212121
22	1.2850079395637826
3	4.121212121212121
13	3.121212121212121
23	2.2850079395637826
4	4.121212121212121
14	5.121212121212121
24	3.2850079395637826
5	4.137387388610126
15	5.137387388610126
25	4.024032243915215
6	4.78679135302858
16	5.78679135302858
26	5.024032243915215
7	5.751164058140555
17	5.759201126726669
27	4.751723927517293
8	4.759201126726669
18	5.759201126726669
28	5.751164058140555
9	5.476682305535599
19	1.0
29	1.0
10	1.121212121212121
20	1.0
30	1.0
 RSU logging

1	0.7775151515151517
11	1.2823636363636364
21	1.2823636363636364
2	0.47679853017676677
12	1.2823636363636362
22	1.328363636363636
3	0.8988243980631685
13	0.7247878787878785
23	1.2823636363636362
4	0.7383997875332855
14	1.2823636363636366
24	1.3283636363636369
5	1.0261058153128424
15	0.724787878787879
25	-4.0
6	0.5083660858808514
16	0.7707878787878792
26	0.724787878787879
7	0.6017351601759522
17	0.7560628752027743
27	0.8047859583667538
8	0.8167878787878795
18	0.724787878787879
28	0.7707878787878792
9	0.6306456513865868
19	0.724787878787879
29	0.8559999999999999
10	0.6036064273814326
20	0.8492888779156793
30	0.9052888779156785
